Req_ID,File_ID,File_Size
194193439,1674185,3629
194193782,244699 6,9899
194193848,3049843,348
194193971,646012 9,558
194194384,6408056,147
194194872,6408056,147
194196346,7995707,2550
194197711,1674185,3629
194197813,7545140,11452
194198076,6408056,147
194198109,1674185,3629
194198500,6408056,147
194199570,6408056,147
194199575,1674185,3629
194199916,5547089,15847
194199960,10896828,519
194200116,9239764,24220
194200902,1674185,3629
194202769,1674185,3629
194203547,12313986,4789
194203868,9166288,958
194204041,6408056,147
194205193,3854588,11782
194205269,13621708,2134
194205319,7040763,684
194205413,13858402,14659
194205977,10476958,3136
194206034,7040763,684
194207217,3793473,12247
194207301,2759864,5905
194207440,11753447,1822
194207920,11753447,1822
194208430,1674185,3629
194208780,7405732,1564
194209236,7622199,140
194210181,1674185,3629
194210400,1674185,3629
194211567,6408056,147
194211587,1674185,3629
194211877,9742976,1715
194211998,7040763,684
194212441,5224361,3743
194212879,11033015,32572
194213365,7405732,1564
194214242,6408056,147
194215020,1674185,3629
194215111,11033015,32572
194215466,7622199,140
194217810,6408056,147
194218137,9149427,654
194218295,6408056,147
194218372,6408056,147
194218587,6408056,147
194218619,7754743,18336
194219440,238169 1,705
194220710,6408056,147
194220991,1674185,3629
194221101,6408056,147
194221641,3049843,348
194222150,1674185,3629
194222763,10896828,519
194223101,4293635,35223
194224026,1674185,3629
194225329,1674185,3629
194225372,1674185,3629
194226201,9335350,17327
194226379,9704607,7915
194226496,3049843,348
194226993,6408056,147
194227138,3568827,172
194227400,8643734,132
194228117,7132313,6633
194229895,7405732,1564
194230475,9704607,7915
194230723,9304733,1848
194231897,6408056,147
194232144,3495461,2894
194232305,13858402,14659
194232418,238169 1,705
194232428,7067529,2842
194232632,6408056,147
194232785,11199887,6939
194233007,11411148,2389
194233209,3049843,348
194233479,12434132,19517
194233722,8254197,1423
194233801,2251087,5631
194233933,6408056,147
194234696,12397913,4659
194234765,1674185,3629
194235046,8589288,18159
194235089,7230404,2194
194235097,1674185,3629
194235635,6408056,147
194236447,9792958,3774
194236729,13823962,17677
194236959,10526925,567
194237107,1674185,3629
194237472,6234800,583
194237836,1674185,3629
194238530,9304733,1848
194239024,1674185,3629
194240726,6408056,147
194241400,6408056,147
194241575,11033015,32572
194241604,966794 1,1010
194242413,6408056,147
194242456,12775880,2171
194244648,3934361,1467
194245082,9149427,654
194246990,7382284,10349
194247102,4982116,14038
194248591,5347368,3292
194250903,13632957,12315
194251495,13029550,874
194251587,11375597,11953
194252567,6408056,147
194252611,6408056,147
194253645,6408056,147
194254868,10696360,934
194255742,13626660,10874
194256396,4781590,509
194259669,7622199,140
194260051,1674185,3629
194261009,7062004,7674
194261975,1674185,3629
194262072,3920523,26770
194263575,8500070,8753
194264855,10896828,519
194266195,5924573,16492
194267311,12138239,36313
194269260,13823962,17677
194270409,6408056,147
194270510,4985312,642
194270778,7324153,5769
194270988,1674185,3629
194271200,3410753,2410
194271264,4252232,8496
194272207,12397922,1744
194272435,4252232,8496
194273113,6408056,147
194273408,6408056,147
194274743,1449370,31405
194275238,7503585,24319
194275745,11189123,560
194277018,12434132,19517
194277117,3024395,584
194278897,9304733,1848
194279902,6408056,147
194280298,11753447,1822
194281008,238169 1,705
194281026,1326714,1025
194281558,1674185,3629
194281750,13616428,2416159
194281816,12929352,31819
194282584,2778357,122
194282830,3934361,1467
194283504,3777518,23814
194284192,6408056,147
194285932,1674185,3629
194286198,7405732,1564
194286477,8809034,1817
194286538,6408056,147
194287459,6408056,147
194288379,6408056,147
194290331,1674185,3629
194290704,1674185,3629
194290746,6237498,19794
194291123,11561518,222
194292813,2897514,1417
194292819,7885022,24147
194293029,10187313,13506
194293468,8643734,132
194293519,7622199,140
194294740,1674185,3629
194294842,11753447,1822
194296280,2784088,12702
194296508,6408056,147
194296754,1674185,3629
194297475,6408056,147
194297562,7049692,4614
194297601,1674185,3629
194298809,5360235,62713
194300282,9742976,1715
194300643,966794 1,1010
194300667,12412155,18272
194301663,6819079,17345
194301802,1674185,3629
194301994,10351321,13775
194302663,10015034,16916
194304994,6954699,3677
194305666,7901138,122
194305796,11753447,1822
194305985,5012549,11577
194306115,1272280,3042
194306894,11430252,20966
194307030,6408056,147
194307161,3410753,2410
194307830,6408056,147
194308984,6408056,147
194309029,1674185,3629
194310369,1674185,3629
194310631,9704607,7915
194311396,1674185,3629
194311404,9141191,11676
194311866,3227018,11195
194311922,6408056,147
194311982,5721365,25351
194312636,2897514,1417
194312666,11285179,19455
194312836,6408056,147
194313289,839220 7,471
194314130,7040763,684
194314353,6408056,147
194315428,7955606,196
194315822,9149427,654
194316321,3920523,26770
194317231,8643734,132
194321053,7622199,140
194321371,13029550,874
194321858,5360235,62713
194322749,11753447,1822
194323593,6408056,147
194323878,6408056,147
194324806,13621708,2134
194329172,5360235,62713
194330000,135478 2,250
194331178,10289916,127
194333082,9929662,671
194334573,11443768,21372
194335149,12434132,19517
194335326,3478839,303
194337056,3934361,1467
194337280,6594458,12391
194338310,6408056,147
194338726,7718871,9499
194338858,6408056,147
194339420,5044209,29158
194340398,1674185,3629
194341101,12606450,959
194341136,10910402,11444
194341837,4054620,231789
194342021,4983815,14431
194342263,1674185,3629
194342488,13426674,39810
194344468,11807929,3229
194345530,7405732,1564
194345810,3934361,1467
194346106,7901138,122
194346107,5287398,7140
194346640,1674185,3629
194346853,7040763,684
194346954,4749342,31459
194347066,955491 3,53
194347296,2778357,122
194349561,1674185,3629
194349568,2897514,1417
194350096,1674185,3629
194350414,10896828,519
194350878,6408056,147
194351328,2778357,122
194351975,6408056,147
194352133,6408056,147
194352179,7622199,140
194352224,6408056,147
194353853,12434132,19517
194353869,13600887,287
194355619,12434132,19517
194355646,13397505,1155
194356185,7955606,196
194356342,4252232,8496
194356366,6408056,147
194356800,6408056,147
194356843,6408056,147
194357595,6408056,147
194357679,12998347,215
194357908,12998347,215
194358355,1674185,3629
194359059,6599376,4137
194359576,13152466,6406
194360297,1674185,3629
194360458,2813148,781
194360467,8649156,9870
194360711,12853693,19236
194360830,8649156,9870
194362182,6408056,147
194363251,11602080,25790
194363421,3529414,11283
194363789,2897514,1417
194363858,4781590,509
194366700,7405732,1564
194366774,10542230,319
194367179,12437921,27000
194367549,11203892,10520
194367626,6954699,3677
194368008,11717487,4467
194368603,8603259,676
194370073,7040763,684
194370102,13621708,2134
194370199,9647484,14046
194370805,7040763,684
194370997,1674185,3629
194371899,5322030,245913
194372784,1620004,5651
194373867,7405732,1564
194374135,6352017,17527
194376197,7956195,350
194376994,2897514,1417
194377654,2897514,1417
194378095,1674185,3629
194378964,6408056,147
194379681,601936 6,242
194380006,10950790,10059
194380780,6408056,147
194381142,3486298,14059
194381763,1326714,1025
194382973,11753447,1822
194384074,7405732,1564
194384496,13561594,5592
194386437,13626660,10874
194386760,11883666,11721
194386950,7150142,42297
194387027,7049692,4614
194388391,3920523,26770
194391110,8643734,132
194392061,1674185,3629
194392075,3478481,14087
194392336,6408056,147
194394394,25445 15,747
194394789,11753447,1822
194394873,1271796,3994
194395161,5091302,12247
194395799,3478839,303
194396505,9742976,1715
194396562,6408056,147
194396593,6438604,14814
194399222,2738854,11233
194399809,11753447,1822
194401796,1674185,3629
194403681,1815190,18717
194404799,2685618,1955
194405424,9704607,7915
194405978,2897514,1417
194406754,3717280,14630
194408002,3049843,348
194408597,6408056,147
194409232,1674185,3629
194409885,7324153,5769
194410047,6408056,147
194410137,3920523,26770
194410228,1674185,3629
194410558,11753447,1822
194411190,1028166,388
194412074,6408056,147
194412239,9035698,37706
194412710,13823962,17677
194412793,7622199,140
194413614,3049843,348
194414087,6408056,147
194414141,10896828,519
194414505,6819079,17345
194415015,9890049,3623
194415509,8131240,66357
194416294,238169 1,705
194417759,12147501,9348
194417858,6408056,147
194417908,10109245,4548
194418097,1674185,3629
194418468,6408056,147
194419517,4452578,12054
194419538,10299991,69043
194420091,9929662,671
194421436,13600887,287
194425052,8735452,2985
194425335,1674185,3629
194425719,7405732,1564
194425751,7622199,140
194427385,10187313,13506
194429086,6594458,12391
194429128,7955606,196
194434703,6498101,16933
194436650,7405732,1564
194437546,6498101,16933
194437586,13823962,17677
194438792,9742976,1715
194439294,1819013,20194
194439305,9311239,8772
194439452,10526925,567
194440119,9742976,1715
194441102,6408056,147
194441131,10910402,11444
194441374,10896828,519
194441718,12853693,19236
194442167,10542230,319
194442481,6408056,147
194442619,955491 3,53
194443097,2400452,7514
194443829,13858402,14659
194444198,6408056,147
194446894,9149427,654
194447300,3920523,26770
194448468,10922759,19067
194448620,7339909,36583
194449033,135478 2,250
194449285,12615000,42429
194450058,3920523,26770
194450073,10597791,19940
194450187,13621708,2134
194452525,7040763,684
194452858,12670331,7992
194453217,2892960,17529
194453417,5466437,1289
194453477,7956195,350
194454506,10015034,16916
194454567,1674185,3629
194454836,3049843,348
194456038,4962345,15146
194457336,5525972,92389
194457416,9166288,958
194457485,6408056,147
194457778,7622199,140
194458220,1674185,3629
194458228,6408056,147
194459016,2375214,21233
194459338,7040763,684
194459668,1674185,3629
194461115,7955606,196
194461151,13600887,287
194461205,13823962,17677
194463678,11753447,1822
194464703,3920523,26770
194464930,9284471,15580
194465095,1674185,3629
194465137,3934361,1467
194465428,1674185,3629
194465481,5013042,7356
194466520,8497569,239
194466764,1113798,13405
194467599,2778357,122
194469540,3049843,348
194469918,1674185,3629
194470243,1674185,3629
194471829,6408056,147
194472170,955491 3,53
194472266,13185439,14598
194472631,9745084,31266
194475286,2897514,1417
194476206,7901138,122
194476817,1674185,3629
194477048,9929662,671
194477244,1674185,3629
194477662,12998347,215
194478174,5644228,144
194478637,7405732,1564
194481895,6408056,147
194482764,11753447,1822
194482782,7127517,23319
194482863,653559 4,60
194482977,6408056,147
194483243,6408056,147
194483568,9742976,1715
194485032,6408056,147
194485649,3049843,348
194487945,2897514,1417
194488514,6408056,147
194488529,4781590,509
194488783,1674185,3629
194489860,12998347,215
194490423,7040763,684
194490570,7230404,2194
194491425,5204466,5797
194491751,1783529,5153
194492399,6408056,147
194493973,1620004,5651
194494223,7040763,684
194494670,5478900,1474
194498070,8480403,12999
194501626,3920523,26770
194502127,6408056,147
194502244,8332110,107
194503296,6408056,147
194503570,7405732,1564
194503723,7040763,684
194503805,5360235,62713
194503865,13857813,15684
194504387,6408056,147
194505013,10526925,567
194505435,6408056,147
194505766,1674185,3629
194505846,6408056,147
194506141,12412155,18272
194506548,175632 1,117
194506875,11753447,1822
194507151,7552792,730
194507424,12434132,19517
194507541,6408056,147
194507699,9742976,1715
194508021,398747 1,199
194510210,1674185,3629
194510381,3920523,26770
194510994,6408056,147
194511776,6408056,147
194512419,9284471,15580
194512941,1674185,3629
194514913,11753447,1822
194515050,6408056,147
194516310,7622199,140
194517380,9284471,15580
194518487,6408056,147
194518518,7622199,140
194519145,7955606,196
194519393,11443768,21372
194519773,2627930,20378
194519802,6408056,147
194520428,7967034,17617
194520997,1674185,3629
194522450,1674185,3629
194523329,3049843,348
194523440,2897514,1417
194524144,13397505,1155
194525026,2319814,8111
194526122,9317828,929280
194527765,6408056,147
194527963,9742976,1715
194528432,7253235,278
194531357,2897514,1417
194532285,7150142,42297
194532380,3920523,26770
194533633,3934361,1467
194533656,2897514,1417
194533991,1136285,7723
194534487,12998347,215
194534603,1674185,3629
194536630,11753447,1822
194536910,6438604,14814
194537018,5091302,12247
194538125,2778357,122
194539303,6408056,147
194541428,7040763,684
194541693,11350088,4197
194541845,3920523,26770
194543541,560464 1,529
194544383,10698970,12395
194544464,1674185,3629
194544944,1674185,3629
194546438,2110175,200871
194546522,7040763,684
194546650,1674185,3629
194547109,1326714,1025
194548183,6408056,147
194548279,7040763,684
194548481,8815461,15238
194548668,6408056,147
194548906,3372515,45808
194549476,1674185,3629
194549486,1674185,3629
194549635,6408056,147
194550202,9742976,1715
194550757,12998347,215
194551650,7995707,2550
194552005,5525972,92389
194552383,2627930,20378
194552399,1570115,14845
194553600,12434132,19517
194555583,1674185,3629
194556391,11589326,5100
194556564,3920523,26770
194556713,1674185,3629
194556788,6408056,147
194556981,6408056,147
194557235,7040763,684
194559924,4087092,7385
194560653,2778357,122
194561327,9742976,1715
194561839,10542230,319
194561976,1519687,13405
194562050,7552792,730
194562150,733964 4,86
194562596,1674185,3629
194563521,7132313,6633
194563568,3793473,12247
194564877,6408056,147
194567993,1674185,3629
194569825,9742976,1715
194569980,6408056,147
194570829,8333529,273082
194570925,4781590,509
194573067,3529414,11283
194573258,3568827,172
194573370,13600887,287
194574007,6408056,147
194575226,4749342,31459
194575628,1674185,3629
194576222,2800204,10636
194577845,9149427,654
194577928,6408056,147
194579140,3934361,1467
194579435,5833108,15286
194580214,9742976,1715
194580373,8020917,48066
194581397,9284471,15580
194581495,7622199,140
194581664,5117643,1253
194582310,1674185,3629
194583162,12503884,6195
194583979,1674185,3629
194584562,7127517,23319
194586252,1674185,3629
194586315,3620662,597
194586382,7956195,350
194588824,7040763,684
194589331,9742976,1715
194589859,1674185,3629
194591011,6408056,147
194591613,13676719,11141
194593052,6408056,147
194593654,6408056,147
194593688,7040763,684
194593838,7040763,684
194594996,3285482,1131
194595615,7405732,1564
194595746,947947 1,1905
194595802,1674185,3629
194595876,5360235,62713
194596440,5117643,1253
194596453,11753447,1822
194596778,10469062,29631
194597166,7955606,196
194597408,1674185,3629
194597724,5995067,29820
194598161,6408056,147
194599838,5995067,29820
194600799,5998783,1379
194602273,7040763,684
194602366,2778357,122
194604044,11753447,1822
194604827,6438604,14814
194605139,6408056,147
194607186,1028166,388
194608002,11753447,1822
194609565,13626660,10874
194610571,5466437,1289
194610633,3717280,14630
194610639,2778465,6630
194611071,13397505,1155
194611500,7622199,140
194611911,10526925,567
194612135,10496605,18594
194612576,12047486,11923
194612796,13823962,17677
194613184,1674185,3629
194614077,2778357,122
194614409,13927696,10198
194615320,12811895,2074
194615933,5665154,98895
194617189,7952604,20489
194617445,10542230,319
194618573,1674185,3629
194618916,7405732,1564
194618917,13397505,1155
194619962,6408056,147
194621091,12775880,2171
194621720,12615000,42429
194622320,6408056,147
194622346,3920523,26770
194622463,4225364,3267
194622620,3517078,372
194622956,9742976,1715
194624208,11502815,14537
194624925,6408056,147
194626336,2778357,122
194627579,5360235,62713
194628019,10574117,10033
194628378,11683610,22079
194628643,1674185,3629
194629254,2778357,122
194629508,5360235,62713
194630392,6408056,147
194631355,13220065,15897
194632579,9742976,1715
194632789,13676719,11141
194632801,1674185,3629
194633058,7040763,684
194633208,1674185,3629
194633445,6408056,147
194633554,2897514,1417
194634476,7967034,17617
194636224,10187313,13506
194637985,955491 3,53
194639266,7622199,140
194639918,1998755,24565
194640543,8809034,1817
194640906,9284471,15580
194641349,1674185,3629
194642385,1674185,3629
194642566,5391020,10915
194642917,7040763,684
194643536,601936 6,242
194644417,7405732,1564
194645016,6408056,147
194645058,6731234,16987
194645237,6408056,147
194645405,10187313,13506
194646220,1674185,3629
194647353,1674185,3629
194647727,6408056,147
194648326,6408056,147
194648348,7040763,684
194648676,4252232,8496
194649388,9742976,1715
194650284,13979121,73083
194651304,6408056,147
194651715,9284471,15580
194652344,3920523,26770
194653130,13900553,13613
194653397,6408056,147
194654173,9239764,24220
194654334,6408056,147
194654421,7267357,12234
194654684,10003775,2980
194657656,1674185,3629
194657757,6539618,12245
194657858,7552792,730
194659931,6408056,147
194660894,3920523,26770
194660899,7405732,1564
194661240,11410883,11333
194661479,10926536,6453
194662375,135478 2,250
194663041,6408056,147
194663154,6892254,10526
194663288,1843090,197
194663733,10800583,5777367
194663794,6954699,3677
194665725,6408056,147
194665777,4749342,31459
194666098,6408056,147
194667581,6211549,489
194667687,6297216,239
194667826,9560395,43178
194668853,7405732,1564
194670956,5224361,3743
194671342,7040763,684
194671703,2892960,17529
194673957,6408056,147
194674184,1645113,55305
194675894,12998347,215
194676441,10896828,519
194677780,7040763,684
194677980,1326714,1025
194678371,8332110,107
194678374,6690406,24798
194679072,9742976,1715
194679280,4306893,9420
194679764,3409774,9238
194680748,11753447,1822
194680896,3073558,7554
194682724,6408056,147
194683159,13621708,2134
194683357,1674185,3629
194683484,6408056,147
194683935,10526925,567
194683952,11753447,1822
194684064,2851372,15204
194684589,7405732,1564
194684657,6408056,147
194685854,12811895,2074
194686388,8012276,6245
194690313,6408056,147
194690507,6408056,147
194690699,11753447,1822
194691868,6954699,3677
194692236,2685618,1955
194692261,6408056,147
194693422,5466437,1289
194694612,7339909,36583
194694746,10542230,319
194695241,7405732,1564
194696314,7680219,599
194696444,6408056,147
194696645,1674185,3629
194696858,3083442,3817
194697700,1674185,3629
194698143,3920523,26770
194698490,6408056,147
194698790,8611206,17844
194702801,6408056,147
194703242,9077329,8382
194703795,7898751,17094
194704919,7040763,684
194705179,7450484,966
194705746,7405732,1564
194705862,5091302,12247
194706143,10542230,319
194706596,3495461,2894
194707122,7901138,122
194707173,3049843,348
194707544,12434132,19517
194708901,6408056,147
194709058,6408056,147
194709317,10003775,2980
194710134,4447917,19807
194710365,6408056,147
194711618,5995067,29820
194711904,733964 4,86
194712164,3410753,2410
194712425,3049843,348
194713614,11753447,1822
194713709,6408056,147
194713766,9409931,12367
194714031,6408056,147
194714652,2897514,1417
194715364,5238165,7653
194715467,2778357,122
194716015,4252232,8496
194716105,1674185,3629
194716382,3784381,6869
194718024,3353959,4003
194718190,3049843,348
194718903,1674185,3629
194718962,7455316,3639
194719401,8448476,8341
194720875,7955606,196
194721024,6408056,147
194721348,10542230,319
194721847,2897514,1417
194723048,1674185,3629
194723166,1272280,3042
194723168,9704607,7915
194724009,1674185,3629
194725154,4749342,31459
194725897,7405732,1564
194726426,7163023,344
194726680,11340987,63550
194726812,8130566,9064
194727463,1169025,16549
194728528,7872061,45041
194728986,3934361,1467
194729366,13858402,14659
194729435,9742976,1715
194729754,3049843,348
194729957,6408056,147
194730147,3049843,348
194730482,1674185,3629
194731340,6408056,147
194731804,9742976,1715
194732270,7622199,140
194732282,1674185,3629
194733509,6408056,147
194733663,6408056,147
194733923,9409931,12367
194734227,12437921,27000
194734532,1674185,3629
194734784,2618382,60850
194735113,7622199,140
194735282,653559 4,60
194737681,6408056,147
194739610,7795524,45825
194739879,10896828,519
194740899,1674185,3629
194741511,135478 2,250
194741512,6408056,147
194741679,1674185,3629
194742219,7622199,140
194742512,5117643,1253
194744150,2310879,4923
194744426,7622199,140
194744699,7405732,1564
194744864,13074259,24247
194745612,6408056,147
194745923,12811895,2074
194747095,1674185,3629
194748417,3083442,3817
194749089,4225364,3267
194750085,2407147,3695
194751012,10910402,11444
194751101,1674185,3629
194751718,9284471,15580
194752173,2897514,1417
194753291,7040763,684
194753516,5360235,62713
194754629,4236969,837
194755223,1674185,3629
194755893,734642 2,819
194756108,6408056,147
194757663,2914669,47400
194757896,13016101,869
194758839,6408056,147
194759216,2897514,1417
194759356,10945200,9288
194759908,6063082,6061
194760010,13906991,16780
194760222,13823962,17677
194760687,7622199,140
194761525,8497569,239
194762226,6408056,147
194762452,6408056,147
194762933,8643734,132
194763759,7622199,140
194764031,9077329,8382
194764727,6408056,147
194765028,13342182,5940
194765376,1674185,3629
194767095,7405732,1564
194769369,6408056,147
194769676,10076575,2368
194769757,1674185,3629
194770742,7405732,1564
194770789,1674185,3629
194771283,3049843,348
194771445,10950790,10059
194771827,6408056,147
194772254,1524585,31507
194772952,5525972,92389
194773984,4962345,15146
194774055,3708455,21493
194774086,5117643,1253
194774222,8254197,1423
194774331,1674185,3629
194774703,1674185,3629
194774813,2082277,15195
194774878,8809034,1817
194775183,7622199,140
194775266,6408056,147
194776186,10187313,13506
194776666,8603259,676
194777334,6408056,147
194777828,1674185,3629
194778302,7040763,684
194780481,7405732,1564
194780856,8333529,273082
194781574,6408056,147
194782069,7622199,140
194782372,1674185,3629
194783408,7152772,3696
194784067,1674185,3629
194784703,6892254,10526
194785270,6408056,147
194785379,10526925,567
194786693,13658070,11584
194787506,8179783,535
194787544,10542230,319
194788230,11753447,1822
194788869,7405732,1564
194789976,10800583,5777367
194789998,6408056,147
194790161,13927696,10198
194790812,7132313,6633
194791176,3920523,26770
194791484,12135827,6596
194792028,6408056,147
194792084,10896828,519
194792675,8502354,14114
194792822,6408056,147
194795259,6408056,147
194795614,4749342,31459
194795755,1674185,3629
194797066,13858402,14659
194798035,6954699,3677
194798177,6408056,147
194798556,6408056,147
194798739,5044209,29158
194799373,2778357,122
194799956,11010793,7163
194800436,2931062,13572
194800454,13858402,14659
194800499,5995067,29820
194801691,5593241,10607
194802946,7952604,20489
194803127,6408056,147
194803625,1674185,3629
194803670,649824 5,28
194804583,7405732,1564
194805824,10572272,36150
194806995,9633893,29517
194809337,8960758,10216
194809629,2592371,429310
194809717,12397922,1744
194810039,9742976,1715
194810210,7789269,22125
194810439,7901138,122
194810675,12434132,19517
194812258,6408056,147
194812428,1674185,3629
194812638,7955606,196
194813268,5012549,11577
194813503,10896828,519
194813597,11683610,22079
194815075,2778357,122
194817209,6408056,147
194818121,10542230,319
194818146,7661135,9471
194818399,13397505,1155
194819093,2897514,1417
194820023,1674185,3629
194820169,1674185,3629
194821566,7622199,140
194821595,11807929,3229
194822519,1674185,3629
194822599,8323738,3739
194822701,6408056,147
194822812,13621708,2134
194824022,135478 2,250
194824559,7040763,684
194826969,5360235,62713
194828440,1674185,3629
194828812,12397922,1744
194828904,6408056,147
194829304,7405732,1564
194829399,6408056,147
194830079,10542230,319
194830419,2897514,1417
194830603,3495461,2894
194831225,7554017,7397
194831290,11398221,21912
194831699,10526925,567
194832456,1674185,3629
194832583,13621708,2134
194834356,2778357,122
194835649,10896828,519
194836157,12998347,215
194836242,7405732,1564
194836321,6408056,147
194836789,3478839,303
194837205,2310879,4923
194837610,8600424,26683
194838312,2897514,1417
194839785,6408056,147
194839804,13397505,1155
194840189,7405732,1564
194841385,2627930,20378
194841505,1674185,3629
194841781,10899816,674
194842062,7622199,140
194843880,955491 3,53
194844641,1674185,3629
194845798,7405732,1564
194847961,11769724,8911
194848031,6408056,147
194848376,9742976,1715
194849306,1674185,3629
194849955,3934361,1467
194850504,7622199,140
194851224,6408056,147
194852597,7040763,684
194852976,1674185,3629
194853012,2897514,1417
194853670,4273518,53640
194853898,6408056,147
194853919,7040763,684
194853951,7773693,27632
194854035,1674185,3629
194854546,7405732,1564
194854706,7405732,1564
194855184,6408056,147
194855334,8735452,2985
194855407,12764786,3401
194855427,1674185,3629
194855898,8735452,2985
194858038,1364658,3319
194858403,3920523,26770
194858424,6408056,147
194858500,3478839,303
194860599,6408056,147
194860710,8530045,9859
194861259,11762975,25798
194861641,875790 1,3850
194861789,7267357,12234
194862406,6408056,147
194862697,7338363,14337
194862773,13621708,2134
194863531,3920523,26770
194863547,2623335,9764
194865190,5946219,6166
194865402,6408056,147
194866007,745880 1,5766
194866063,13561594,5592
194866553,7040763,684
194866928,3617634,214
194868655,5391020,10915
194869349,7898751,17094
194869653,11010793,7163
194869874,6683332,3722
194870885,1674185,3629
194871198,1674185,3629
194871259,13220065,15897
194871698,1674185,3629
194872137,1674185,3629
194873083,13823962,17677
194875088,4781590,509
194878071,6408056,147
194879534,5360235,62713
194879552,11753447,1822
194880670,6408056,147
194880729,6408056,147
194880897,7622199,140
194881100,8807630,18773
194881563,8815461,15238
194881641,3049843,348
194882057,6599376,4137
194882169,734642 2,819
194882379,1843090,197
194882389,6438604,14814
194883701,7955606,196
194883863,7040763,684
194884933,3049843,348
194885413,11677046,3470
194887839,1674185,3629
194888075,2897514,1417
194888514,10542230,319
194888560,6408056,147
194890903,6408056,147
194891952,7040763,684
194893242,3285482,1131
194893706,1674185,3629
194896015,1500364,4208
194897030,908501 6,17
194897749,6408056,147
194897970,2618382,60850
194899189,135478 2,250
194899302,3543825,12172
194899484,3920523,26770
194900051,10021343,14247
194900561,12853693,19236
194901020,6408056,147
194901143,10137321,2285
194901739,8254197,1423
194902071,1674185,3629
194902316,1674185,3629
194902906,5360235,62713
194903604,13621708,2134
194904780,5644720,15236
194907918,6408056,147
194908054,6408056,147
194908153,1674185,3629
194909359,7267357,12234
194909866,9372057,5067
194911498,955491 3,53
194911878,2436987,4825
194913115,7545140,11452
194913302,12397922,1744
194914652,955491 3,53
194915128,1674185,3629
194915572,7338363,14337
194916017,10187313,13506
194918642,11753447,1822
194919224,1674185,3629
194919231,7040763,684
194919631,12373014,36994
194920334,11399926,19916
194920611,12606450,959
194921360,1674185,3629
194921401,10542230,319
194922131,1674185,3629
194922138,2627930,20378
194922832,734642 2,819
194922909,3052942,11176
194923126,6826866,34177
194923467,10509872,121312
194924166,10015034,16916
194924289,11410883,11333
194924744,4252232,8496
194924883,6408056,147
194924940,10344074,3960
194928259,2897514,1417
194929042,1674185,3629
194929565,13561594,5592
194929683,3920523,26770
194930644,6408056,147
194932756,9742976,1715
194933007,7405732,1564
194933067,5360235,62713
194933110,13676719,11141
194933490,7040763,684
194933608,5360235,62713
194933789,6408056,147
194934696,6408056,147
194935173,13600887,287
194936965,1674185,3629
194937923,11753447,1822
194937933,6408056,147
194938566,9024982,610370
194940604,13588717,24755
194940866,5466437,1289
194941095,5833108,15286
194941110,7405732,1564
194941557,6408056,147
194941570,3920523,26770
194942209,1674185,3629
194942360,7872061,45041
194942408,6408056,147
194944296,9154896,21083
194944664,3358018,9789
194944929,12434132,19517
194945084,1674185,3629
194945655,6599376,4137
194946523,10344074,3960
194947046,4749342,31459
194947174,6892254,10526
194947250,12161907,1105
194949173,7901138,122
194949344,4321946,4979635
194949876,6408056,147
194950015,2897514,1417
194950748,12151989,24194
194950795,7405732,1564
194951951,4781590,509
194958043,4289050,17849
194959353,1674185,3629
194959502,1674185,3629
194960347,7405732,1564
194960583,2897514,1417
194962038,1674185,3629
194963393,6408056,147
194963486,7040763,684
194963498,1674185,3629
194964917,1674185,3629
194966457,6954699,3677
194966562,2778357,122
194967125,1674185,3629
194968106,6408056,147
194968689,7680219,599
194968716,6408056,147
194969247,11010793,7163
194972741,9647484,14046
194973025,12015944,14648
194973436,1674185,3629
194973450,2897514,1417
194973637,1066665,21671
194974783,6624895,425
194975543,1596971,43736
194975842,13405977,36459
194976135,3049843,348
194976229,6408056,147
194976687,1674185,3629
194976991,8429246,2971
194977132,5360235,62713
194977278,1674185,3629
194977312,13857813,15684
194977948,9742976,1715
194978484,6408056,147
194978773,5360235,62713
194979258,6408056,147
194979837,13676719,11141
194979863,1674185,3629
194980392,1674185,3629
194981120,7040763,684
194982157,3920523,26770
194982190,9149427,654
194982853,6408056,147
194983199,10902754,12166
194983555,6408056,147
194984118,3049843,348
194984800,1674185,3629
194985180,109880 1,6778
194985546,1674185,3629
194985867,6408056,147
194988428,6408056,147
194988628,6408056,147
194989925,11478013,2303
194990045,10949211,8461
194990494,2778357,122
194990985,5466437,1289
194991174,7405732,1564
194991474,8457391,22720
194992780,1674185,3629
194992921,10542230,319
194993208,6408056,147
194993443,4778785,5705
194994012,11461190,7937
194994163,2897514,1417
194995505,5478900,1474
194997133,6408056,147
194997633,2319814,8111
194998739,12644458,198
194999338,6408056,147
194999460,6408056,147
194999497,1519687,13405
195000220,1674185,3629
195000463,5644228,144
195000677,10542230,319
195000687,7405732,1564
195000932,4252232,8496
195001255,8337783,18169
195004762,103164 3,5753
195005660,6408056,147
195006282,13979121,73083
195006623,3478839,303
195006992,4962345,15146
195007226,5091302,12247
195007478,9284471,15580
195007494,11896727,17834
195007533,7150142,42297
195007725,11033015,32572
195008611,91867 92,84
195009722,9443381,118089
195010150,91867 92,84
195010157,6408056,147
195010491,2133597,16615
195011172,10896828,519
195012242,11430252,20966
195014536,8179783,535
195015191,2778357,122
195015274,10902754,12166
195015945,6408056,147
195016175,1674185,3629
195016518,1674185,3629
195019206,1674185,3629
195021789,4962345,15146
195023358,7040763,684
195023866,11189123,560
